FinInstrmGnlAttrbts.Id,FinInstrmGnlAttrbts.FullNm,FinInstrmGnlAttrbts.ClssfctnTp,FinInstrmGnlAttrbts.CmmdtyDerivInd,FinInstrmGnlAttrbts.NtnlCcy,Issr,a_count,contains_a
DE000HR4NBN7,"UniCredit Bank AG HVB MiniBu O.End Saipem 2,35",RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NBN7,UC-HVB M. BULL SPE1,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,0,NO
DE000HR4NBN7,HVB Mini Future Bull auf die Aktie der Saipem S.p.A.,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,4,YES
DE000HR4NBX6,"UniCredit Bank AG HVB MiniBu O.End Tenaris 6,8",RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NBX6,UC-HVB M. BULL TW11,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,0,NO
DE000HR4NBX6,HVB Mini Future Bull auf die Aktie der Tenaris S.A.,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,4,YES
DE000HR4NDQ6,UniCredit Bank AG HVB MiniBu O.End Allianz 200,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,4,YES
DE000HR4NDQ6,UC-HVB M. BULL ALV,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4NDQ6,HVB Mini Future Bull auf die Aktie der Allianz SE,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,4,YES
DE000HR4NEF7,UC-HVB M. BULL BAS,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4NEF7,HVB Mini Future Bull auf die Aktie der BASF SE,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NEG5,"UniCredit Bank AG HVB MiniBu O.End BASF 66,5",RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NEG5,UC-HVB M. BULL BAS,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4NEG5,HVB Mini Future Bull auf die Aktie der BASF SE,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NF57,UniCredit Bank AG HVB MiniBu O.End Bouygues 34,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NF57,UC-HVB M. BULL BYG,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,0,NO
DE000HR4NF57,HVB Mini Future Bull auf die Aktie der BOUYGUES S.A.,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NF65,"UniCredit Bank AG HVB MiniBu O.End Brembo 10,5",RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NF65,UC-HVB M. BULL BRCA,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4NF65,HVB Mini Future Bull auf die Aktie der Brembo S.p.A.,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NFS7,"UniCredit Bank AG HVB MiniBu O.End CECONOMY 5,6",RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NFS7,UC-HVB M. BULL CEC,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,0,NO
DE000HR4NFS7,HVB Mini Future Bull auf die Aktie der CECONOMY AG,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NG07,"UniCredit Bank AG HVB MiniBu O.End Daimler 56,25",RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NG07,UC-HVB M. BULL DAI,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4NG07,HVB Mini Future Bull auf die Aktie der Daimler AG,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,4,YES
DE000HR4NH89,UniCredit Bank AG HVB MiniBu O.End Dt.Tele 15,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NH89,UC-HVB M. BULL DTE,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,0,NO
DE000HR4NH89,HVB Mini Future Bull auf die Aktie der Deutsche Telekom AG,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NH97,"UniCredit Bank AG HVB MiniBu O.End Dt.Tele 15,05",RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NH97,UC-HVB M. BULL DTE,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,0,NO
DE000HR4NH97,HVB Mini Future Bull auf die Aktie der Deutsche Telekom AG,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NHG8,UC-HVB M. BULL ENR,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,0,NO
DE000HR4NHG8,HVB Mini Future Bull auf die Aktie der Siemens Energy AG,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NHH6,"UniCredit Bank AG HVB MiniBu O.End SiemEnAG 30,5",RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NHH6,UC-HVB M. BULL ENR,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,0,NO
DE000HR4NHH6,HVB Mini Future Bull auf die Aktie der Siemens Energy AG,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NHJ2,UniCredit Bank AG HVB MiniBu O.End SiemEnAG 31,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NHJ2,UC-HVB M. BULL ENR,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,0,NO
DE000HR4NHJ2,HVB Mini Future Bull auf die Aktie der Siemens Energy AG,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NHU9,UniCredit Bank AG HVB MiniBu O.End Essilor 125,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NHU9,UC-HVB M. BULL ESL,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,0,NO
DE000HR4NHU9,HVB Mini Future Bull auf die Aktie der EssilorLuxottica S.A.,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,4,YES
DE000HR4NJJ8,UC-HVB M. BULL HEI,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,0,NO
DE000HR4NJJ8,HVB Mini Future Bull auf die Aktie der HeidelbergCement AG,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NL26,"UniCredit Bank AG HVB MiniBu O.End INGGroep 7,8",RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NL26,UC-HVB M. BULL INN1,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,0,NO
DE000HR4NL26,HVB Mini Future Bull auf die Aktie der ING Groep N.V.,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NM17,UniCredit Bank AG HVB MiniBu O.End Linde 213,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NM17,UC-HVB M. BULL LIN,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,0,NO
DE000HR4NM17,HVB Mini Future Bull auf die Aktie der Linde PLC,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NM25,UniCredit Bank AG HVB MiniBu O.End Linde 214,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NM25,UC-HVB M. BULL LIN,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,0,NO
DE000HR4NM25,HVB Mini Future Bull auf die Aktie der Linde PLC,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NM33,UniCredit Bank AG HVB MiniBu O.End Linde 215,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NM33,UC-HVB M. BULL LIN,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,0,NO
DE000HR4NM33,HVB Mini Future Bull auf die Aktie der Linde PLC,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NM41,UniCredit Bank AG HVB MiniBu O.End Linde 216,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NM41,UC-HVB M. BULL LIN,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,0,NO
DE000HR4NM41,HVB Mini Future Bull auf die Aktie der Linde PLC,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NR20,UniCredit Bank AG HVB Open End Index Zertifikat,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NR20,UC-HVB TRA.CERT. DE000A2QKGB4,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NR20,HVB Open End Index Zertifikat bezogen auf den Onemarkets MidDeutschland 60 Index,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,4,YES
DE000HR4NR38,UniCredit Bank AG HVB Open End Index Zertifikat,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NR38,UC-HVB TRA.CERT. DE000A2QKF70,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NR38,HVB Open End Index Zertifikat bezogen auf den Onemarkets Europe 50 Index,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NR46,UniCredit Bank AG HVB Open End Index Zertifikat,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NR46,UC-HVB TRA.CERT. DE000A2QKF88,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NR46,HVB Open End Index Zertifikat bezogen auf den Onemarkets France 40 Index,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,4,YES
DE000HR4NR53,UniCredit Bank AG HVB Open End Index Zertifikat,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NR53,UC-HVB TRA.CERT. DE000A2QKF96,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NR61,UniCredit Bank AG HVB Open End Index Zertifikat,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NR61,UC-HVB TRA.CERT. DE000A2QKGC2,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NR61,HVB Open End Index Zertifikat bezogen auf den Onemarkets Oesterreich 20 Index,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NR79,UniCredit Bank AG HVB Open End Index Zertifikat,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NR79,UC-HVB TRA.CERT. DE000A2QKGE8,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NR79,HVB Open End Index Zertifikat bezogen auf den Onemarkets TecUSA 100 Index,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,4,YES
DE000HR4NR87,UniCredit Bank AG HVB Open End Index Zertifikat,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NR87,UC-HVB TRA.CERT. DE000A2QKGF5,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NR87,HVB Open End Index Zertifikat bezogen auf den Onemarkets USA 30 Index,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,4,YES
DE000HR4NR95,UniCredit Bank AG HVB Open End Index Zertifikat,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NR95,UC-HVB TRA.CERT. DE000A2QKF47,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NR95,HVB Open End Index Zertifikat bezogen auf den Onemarkets USA 500 Index,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,4,YES
DE000HR4NRA0,UniCredit Bank AG HVB Open End Index Zertifikat,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NRA0,UC-HVB TRA.CERT. DE000A2QKGA6,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NRA0,HVB Open End Index Zertifikat bezogen auf den Onemarkets Japan 225 Index,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,5,YES
DE000HR4NRB8,UniCredit Bank AG HVB Open End Index Zertifikat,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4NRB8,UC-HVB TRA.CERT. DE000A2QKGD0,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4NRB8,HVB Open End Index Zertifikat bezogen auf den Onemarkets Schweiz 20 Index,EYAYFI,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4Q8Q0,UC-HVB T. BULL 21 XAG,RWTNCE,True,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4Q8Q0,HVB Turbo Bull bezogen auf eine Feinunze Silber 31.1035 g,RWTNCE,True,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4Q8S6,"UniCredit Bank AG HVB TuBear31.03.21 Silber 25,8",RWTNPE,True,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4Q969,UC-HVB T. BULL 21 XAU,RWTNCE,True,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4Q969,HVB Turbo Bull bezogen auf eine Feinunze Gold 31.1035 g,RWTNCE,True,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4Q9H7,UniCredit Bank AG HVB TuBear31.03.21Palladi.2450,RWTNPE,True,EUR,2ZCNRR8UK83OBTEK2170,5,YES
DE000HR4Q9H7,UC-HVB T. BEAR 21 XPD,RWTNPE,True,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4Q9H7,HVB Turbo Bear bezogen auf eine Feinunze Palladium 31.1035 g,RWTNPE,True,EUR,2ZCNRR8UK83OBTEK2170,4,YES
DE000HR4QAE1,UC-HVB M. BULL XAG,RFTTCB,True,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QAE1,HVB Mini Future Bull bezogen auf eine Feinunze Silber 31.1035 g,RFTTCB,True,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QAG6,"UniCredit Bank AG HVB MiniBe O.End Silber 25,75",RFTTPB,True,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4QAH4,"UniCredit Bank AG HVB MiniBe O.End Silber 25,8",RFTTPB,True,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4QAJ0,"UniCredit Bank AG HVB MiniBe O.End Silber 25,85",RFTTPB,True,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4QBB5,UC-HVB M. BULL XAU,RFTTCB,True,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QBB5,HVB Mini Future Bull bezogen auf eine Feinunze Gold 31.1035 g,RFTTCB,True,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QBC3,UC-HVB M. BULL XAU,RFTTCB,True,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QBC3,HVB Mini Future Bull bezogen auf eine Feinunze Gold 31.1035 g,RFTTCB,True,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QBD1,UC-HVB M. BULL XAU,RFTTCB,True,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QBD1,HVB Mini Future Bull bezogen auf eine Feinunze Gold 31.1035 g,RFTTCB,True,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QC24,UniCredit Bank AG HVB MiniBe O.End Palladi. 2440,RFTTPB,True,EUR,2ZCNRR8UK83OBTEK2170,4,YES
DE000HR4QC24,UC-HVB M. BEAR XPD,RFTTPB,True,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QC24,HVB Mini Future Bear bezogen auf eine Feinunze Palladium 31.1035 g,RFTTPB,True,EUR,2ZCNRR8UK83OBTEK2170,4,YES
DE000HR4QC32,UniCredit Bank AG HVB MiniBe O.End Palladi. 2460,RFTTPB,True,EUR,2ZCNRR8UK83OBTEK2170,4,YES
DE000HR4QC32,UC-HVB M. BEAR XPD,RFTTPB,True,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QC32,HVB Mini Future Bear bezogen auf eine Feinunze Palladium 31.1035 g,RFTTPB,True,EUR,2ZCNRR8UK83OBTEK2170,4,YES
DE000HR4QES3,UC-HVB WAR.ST.HI. 21 XAG,RFTTCB,True,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4QES3,HVB Turbo Bull Open End bezogen auf eine Feinunze Silber 31.1035 g,RFTTCB,True,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QEU9,"UniCredit Bank AG HVB TuBear O.EndSilber25,74314",RFTTPB,True,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4QEV7,"UniCredit Bank AG HVB TuBear O.EndSilber25,79313",RFTTPB,True,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4QEW5,"UniCredit Bank AG HVB TuBear O.EndSilber25,84312",RFTTPB,True,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4QEX3,"UniCredit Bank AG HVB TuBear O.EndSilber25,89310",RFTTPB,True,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4QFP6,UC-HVB WAR.ST.HI. 21 XAU,RFTTCB,True,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4QFP6,HVB Turbo Bull Open End bezogen auf eine Feinunze Gold 31.1035 g,RFTTCB,True,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QFQ4,UC-HVB WAR.ST.HI. 21 XAU,RFTTCB,True,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4QFQ4,HVB Turbo Bull Open End bezogen auf eine Feinunze Gold 31.1035 g,RFTTCB,True,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QFR2,UC-HVB WAR.ST.HI. 21 XAU,RFTTCB,True,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4QFR2,HVB Turbo Bull Open End bezogen auf eine Feinunze Gold 31.1035 g,RFTTCB,True,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QGE8,"UniCredit Bank AG HVB TuBear O.EndPalladi.2439,3",RFTTPB,True,EUR,2ZCNRR8UK83OBTEK2170,5,YES
DE000HR4QGE8,UC-HVB WAR.ST.LO. 21 XPD,RFTTPB,True,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QGE8,HVB Turbo Bear Open End bezogen auf eine Feinunze Palladium 31.1035 g,RFTTPB,True,EUR,2ZCNRR8UK83OBTEK2170,4,YES
DE000HR4QGF5,"UniCredit Bank AG HVB TuBear O.EndPalladi.2459,3",RFTTPB,True,EUR,2ZCNRR8UK83OBTEK2170,5,YES
DE000HR4QGF5,UC-HVB WAR.ST.LO. 21 XPD,RFTTPB,True,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QGF5,HVB Turbo Bear Open End bezogen auf eine Feinunze Palladium 31.1035 g,RFTTPB,True,EUR,2ZCNRR8UK83OBTEK2170,4,YES
DE000HR4QH52,UC-HVB M. BULL 639,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,0,NO
DE000HR4QH52,HVB Mini Future Bull auf die Aktie der Spotify Technology S.A.,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4QH60,UniCredit Bank AG HVB MiniBu O.End Spotify 325,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4QH60,UC-HVB M. BULL 639,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,0,NO
DE000HR4QH60,HVB Mini Future Bull auf die Aktie der Spotify Technology S.A.,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4QHH9,"UniCredit Bank AG HVB TuBull O.EndSpotify325,073",RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4QHH9,UC-HVB WAR.ST.HI. 21 639,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QHH9,HVB Turbo Bull Open End auf die Aktie der Spotify Technology S.A.,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4QJF9,"UniCredit Bank AG HVB MiniBe O.End Evotec 29,5",RFSTPB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4QJF9,UC-HVB M. BEAR EVT,RFSTPB,False,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QJF9,HVB Mini Future Bear auf die Aktie der Evotec SE,RFSTPB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4QJG7,"UniCredit Bank AG HVB MiniBe O.End Evotec 29,6",RFSTPB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4QJG7,UC-HVB M. BEAR EVT,RFSTPB,False,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QJG7,HVB Mini Future Bear auf die Aktie der Evotec SE,RFSTPB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4QJH5,"UniCredit Bank AG HVB MiniBe O.End Evotec 29,7",RFSTPB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4QJH5,UC-HVB M. BEAR EVT,RFSTPB,False,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QJH5,HVB Mini Future Bear auf die Aktie der Evotec SE,RFSTPB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4QJJ1,"UniCredit Bank AG HVB MiniBe O.End Evotec 29,8",RFSTPB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4QJJ1,UC-HVB M. BEAR EVT,RFSTPB,False,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QJJ1,HVB Mini Future Bear auf die Aktie der Evotec SE,RFSTPB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4QJZ7,"UniCredit Bank AG HVB MiniBe O.End Luftha.10,625",RFSTPB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4QJZ7,UC-HVB M. BEAR LHA,RFSTPB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4QJZ7,HVB Mini Future Bear auf die Aktie der Deutsche Lufthansa AG,RFSTPB,False,EUR,2ZCNRR8UK83OBTEK2170,6,YES
DE000HR4QLM1,"UniCredit Bank AG HVB TuBull O.EndBrembo10,50197",RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4QLM1,UC-HVB WAR.ST.HI. 21 BRCA,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4QLM1,HVB Turbo Bull Open End auf die Aktie der Brembo S.p.A.,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4QM89,"UniCredit Bank AG HVB TuBull O.End EDF 12,252308",RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4QM89,UC-HVB WAR.ST.HI. 21 E2F,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QM89,HVB Turbo Bull Open End auf die Aktie der Electricite de France S.A. E.D.F.,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,4,YES
DE000HR4QMB2,"UniCredit Bank AG HVB TuBull O.EndSiemEnAG31,005",RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4QMB2,UC-HVB WAR.ST.HI. 21 ENR,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QMB2,HVB Turbo Bull Open End auf die Aktie der Siemens Energy AG,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4QP52,"UniCredit Bank AG HVB TuBull O.EndLVMH500,094192",RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4QP52,UC-HVB WAR.ST.HI. 21 MOH,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QP52,HVB Turbo Bull Open End auf die Aktie der LVMH Moet Hennessy Louis Vuitton SE,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4QRB1,"UniCredit Bank AG HVB TuBull O.EndTeamView40,507",RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4QRB1,UC-HVB WAR.ST.HI. 21 TMV,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4QRB1,HVB Turbo Bull Open End auf die Aktie der TeamViewer AG,RFSTCB,False,EUR,2ZCNRR8UK83OBTEK2170,4,YES
DE000HR4SVS3,UniCredit Bank AG HVB TuBull 31.03.21 DJIA 30850,RWINCE,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4SVS3,UC-HVB T. BULL 21 DJIA,RWINCE,False,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4SVS3,HVB Turbo Bull bezogen auf den Dow Jones Industrial Average Index,RWINCE,False,EUR,2ZCNRR8UK83OBTEK2170,4,YES
DE000HR4SVT1,UniCredit Bank AG HVB TuBull 31.03.21 DJIA 30900,RWINCE,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4SVT1,UC-HVB T. BULL 21 DJIA,RWINCE,False,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4SVT1,HVB Turbo Bull bezogen auf den Dow Jones Industrial Average Index,RWINCE,False,EUR,2ZCNRR8UK83OBTEK2170,4,YES
DE000HR4SVU9,UniCredit Bank AG HVB TuBull31.03.21Nasd10012800,RWINCE,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4SVU9,UC-HVB T. BULL 21 N100,RWINCE,False,EUR,2ZCNRR8UK83OBTEK2170,0,NO
DE000HR4SVU9,HVB Turbo Bull bezogen auf den Nasdaq-100® Index,RWINCE,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4SVV7,UniCredit Bank AG HVB TuBull31.03.21Nasd10012825,RWINCE,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4SVV7,UC-HVB T. BULL 21 N100,RWINCE,False,EUR,2ZCNRR8UK83OBTEK2170,0,NO
DE000HR4SVV7,HVB Turbo Bull bezogen auf den Nasdaq-100® Index,RWINCE,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
DE000HR4SVW5,UniCredit Bank AG HVB TuBull31.03.21 S&P500 3780,RWINCE,False,EUR,2ZCNRR8UK83OBTEK2170,2,YES
DE000HR4SVW5,UC-HVB T. BULL 21 S500,RWINCE,False,EUR,2ZCNRR8UK83OBTEK2170,0,NO
DE000HR4SVW5,HVB Turbo Bull bezogen auf den S&P 500® (Price Return) Index,RWINCE,False,EUR,2ZCNRR8UK83OBTEK2170,1,YES
DE000HR4SVY1,UniCredit Bank AG HVB TuBull 26.02.21 DAX 13825,RWINCE,False,EUR,2ZCNRR8UK83OBTEK2170,3,YES
